ORTHOMCL0	NP_001001411.2_HUMAN
ORTHOMCL7378	NP_055592.2_HUMAN
ORTHOMCL7379	NP_001307582.1_HUMAN
ORTHOMCL7380	NP_002308.2_HUMAN
ORTHOMCL7381	NP_443112.2_HUMAN
ORTHOMCL7382	XP_006712349.1_HUMAN
ORTHOMCL7383	NP_003146.1_HUMAN
ORTHOMCL7385	NP_060218.1_HUMAN
ORTHOMCL7386	NP_057060.2_HUMAN
ORTHOMCL7387	NP_149353.1_HUMAN
ORTHOMCL7388	NP_068556.2_HUMAN
ORTHOMCL7389	XP_016882159.1_HUMAN
ORTHOMCL7390	NP_009139.1_HUMAN
ORTHOMCL7391	NP_115898.2_HUMAN
ORTHOMCL7392	NP_005716.2_HUMAN
ORTHOMCL7393	NP_689506.2_HUMAN
ORTHOMCL7394	NP_004090.4_HUMAN
ORTHOMCL7395	XP_005273880.1_HUMAN
ORTHOMCL7396	XP_016857509.1_HUMAN
ORTHOMCL7397	XP_016857673.1_HUMAN
ORTHOMCL7398	NP_001172001.1_HUMAN
ORTHOMCL7399	NP_062457.3_HUMAN
ORTHOMCL7400	NP_115834.1_HUMAN
ORTHOMCL7402	NP_055472.1_HUMAN
ORTHOMCL7403	NP_001001330.1_HUMAN
ORTHOMCL7404	NP_079460.2_HUMAN
ORTHOMCL7406	NP_001124193.1_HUMAN
ORTHOMCL7407	NP_660312.2_HUMAN
ORTHOMCL7408	NP_077295.1_HUMAN
ORTHOMCL7409	NP_006214.2_HUMAN
ORTHOMCL7410	NP_055854.1_HUMAN
ORTHOMCL7411	NP_003098.1_HUMAN
ORTHOMCL7412	NP_071334.1_HUMAN
ORTHOMCL7413	NP_056299.1_HUMAN
ORTHOMCL7414	XP_016865768.1_HUMAN
ORTHOMCL7415	NP_775773.2_HUMAN
ORTHOMCL7416	XP_011510664.1_HUMAN
ORTHOMCL7417	NP_065930.2_HUMAN
ORTHOMCL7418	XP_006713861.1_HUMAN
ORTHOMCL7419	NP_000018.2_HUMAN
ORTHOMCL7420	NP_002848.1_HUMAN
ORTHOMCL7421	NP_113678.2_HUMAN
ORTHOMCL7422	NP_071387.1_HUMAN
ORTHOMCL7423	XP_016868188.1_HUMAN
ORTHOMCL7424	NP_006518.1_HUMAN
ORTHOMCL7425	NP_001229757.1_HUMAN
ORTHOMCL7426	NP_078846.2_HUMAN
ORTHOMCL7427	NP_001071121.1_HUMAN
ORTHOMCL7429	XP_011535007.1_HUMAN
ORTHOMCL7430	NP_001157637.1_HUMAN
ORTHOMCL7431	XP_011519293.1_HUMAN
ORTHOMCL7432	XP_005270206.1_HUMAN
ORTHOMCL7433	NP_003841.1_HUMAN
ORTHOMCL7434	XP_005254215.2_HUMAN
ORTHOMCL7436	NP_009122.2_HUMAN
ORTHOMCL7437	NP_006228.3_HUMAN
ORTHOMCL7438	XP_011516967.1_HUMAN
ORTHOMCL7439	NP_001071096.1_HUMAN
ORTHOMCL7440	NP_002488.1_HUMAN
ORTHOMCL7441	NP_001980.1_HUMAN
ORTHOMCL7442	XP_016884163.1_HUMAN
ORTHOMCL7443	NP_477511.1_HUMAN
ORTHOMCL7445	NP_001129607.1_HUMAN
ORTHOMCL7446	NP_004085.1_HUMAN
ORTHOMCL7447	NP_002071.2_HUMAN
ORTHOMCL7449	NP_001248340.1_HUMAN
ORTHOMCL7450	NP_001245253.1_HUMAN
ORTHOMCL7451	NP_005706.1_HUMAN
ORTHOMCL7452	XP_011509015.1_HUMAN
ORTHOMCL7453	NP_060466.2_HUMAN
ORTHOMCL7454	NP_964013.1_HUMAN
ORTHOMCL7455	NP_068590.1_HUMAN
ORTHOMCL7456	NP_002691.1_HUMAN
ORTHOMCL7457	XP_011529864.1_HUMAN
ORTHOMCL7458	NP_004543.1_HUMAN
ORTHOMCL7459	NP_002804.2_HUMAN
ORTHOMCL7460	XP_016880377.1_HUMAN
ORTHOMCL7461	XP_016857924.1_HUMAN
ORTHOMCL7462	NP_001139812.1_HUMAN
ORTHOMCL7463	NP_001029366.1_HUMAN
ORTHOMCL7464	NP_055528.1_HUMAN
ORTHOMCL7465	NP_001008227.1_HUMAN
ORTHOMCL7466	NP_982289.1_HUMAN
ORTHOMCL7467	XP_006719907.1_HUMAN
ORTHOMCL7468	NP_116114.1_HUMAN
ORTHOMCL7469	XP_005271670.1_HUMAN
ORTHOMCL7470	XP_006724323.1_HUMAN
ORTHOMCL7471	NP_001157588.1_HUMAN
ORTHOMCL7472	NP_061833.1_HUMAN
ORTHOMCL7473	XP_011509206.1_HUMAN
ORTHOMCL7474	NP_001017921.1_HUMAN
ORTHOMCL7475	NP_054876.2_HUMAN
ORTHOMCL7476	XP_011538809.1_HUMAN
ORTHOMCL7477	XP_016860757.1_HUMAN
ORTHOMCL7478	NP_055070.1_HUMAN
ORTHOMCL7479	XP_005268526.1_HUMAN
ORTHOMCL7480	NP_001180437.1_HUMAN
ORTHOMCL7481	XP_016882464.1_HUMAN
ORTHOMCL7482	XP_016862353.1_HUMAN
ORTHOMCL7483	NP_005584.2_HUMAN
ORTHOMCL7484	XP_016876229.1_HUMAN
ORTHOMCL7485	NP_003267.1_HUMAN
ORTHOMCL7486	NP_055050.1_HUMAN
ORTHOMCL7487	NP_005160.2_HUMAN
ORTHOMCL7488	NP_001307341.1_HUMAN
ORTHOMCL7489	NP_054774.2_HUMAN
ORTHOMCL7490	XP_011523182.1_HUMAN
ORTHOMCL7491	NP_036312.2_HUMAN
ORTHOMCL7492	NP_000675.1_HUMAN
ORTHOMCL7493	NP_066545.3_HUMAN
ORTHOMCL7494	NP_054879.3_HUMAN
ORTHOMCL7495	NP_002439.2_HUMAN
ORTHOMCL7496	XP_005258758.1_HUMAN
ORTHOMCL7497	NP_001305968.1_HUMAN
ORTHOMCL7498	XP_011512246.1_HUMAN
ORTHOMCL7499	NP_004420.1_HUMAN
ORTHOMCL7500	NP_060598.3_HUMAN
ORTHOMCL7502	NP_570722.2_HUMAN
ORTHOMCL7503	XP_011507881.1_HUMAN
ORTHOMCL7504	NP_004518.1_HUMAN
ORTHOMCL7505	NP_001012776.1_HUMAN
ORTHOMCL7506	NP_006088.2_HUMAN
ORTHOMCL7507	XP_016869024.1_HUMAN
ORTHOMCL7508	NP_443109.2_HUMAN
ORTHOMCL7509	NP_003760.1_HUMAN
ORTHOMCL7510	XP_016859036.1_HUMAN
ORTHOMCL7511	NP_068779.1_HUMAN
ORTHOMCL7512	NP_001308154.1_HUMAN
ORTHOMCL7513	XP_016879760.1_HUMAN
ORTHOMCL7514	NP_004606.2_HUMAN
ORTHOMCL7515	NP_057321.2_HUMAN
ORTHOMCL7516	NP_689520.2_HUMAN
ORTHOMCL7517	NP_064528.1_HUMAN
ORTHOMCL7518	NP_061036.3_HUMAN
ORTHOMCL7519	NP_056993.2_HUMAN
ORTHOMCL7520	NP_003644.2_HUMAN
ORTHOMCL7521	NP_003786.1_HUMAN
ORTHOMCL7522	NP_002256.2_HUMAN
ORTHOMCL7524	NP_001263309.1_HUMAN
ORTHOMCL7526	NP_862820.1_HUMAN
ORTHOMCL7527	NP_001275655.1_HUMAN
ORTHOMCL7528	NP_056530.2_HUMAN
ORTHOMCL7529	NP_005132.2_HUMAN
ORTHOMCL7530	NP_055426.1_HUMAN
ORTHOMCL7531	NP_002068.1_HUMAN
ORTHOMCL7532	NP_057167.2_HUMAN
ORTHOMCL7533	XP_006712614.1_HUMAN
ORTHOMCL7534	NP_714969.1_HUMAN
ORTHOMCL7535	NP_055448.1_HUMAN
ORTHOMCL7536	NP_071933.2_HUMAN
ORTHOMCL7538	NP_076970.1_HUMAN
ORTHOMCL7540	NP_001304007.1_HUMAN
ORTHOMCL7541	NP_006288.2_HUMAN
ORTHOMCL7542	NP_036320.2_HUMAN
ORTHOMCL7543	XP_006718563.1_HUMAN
ORTHOMCL7544	NP_005770.1_HUMAN
ORTHOMCL7545	NP_056448.1_HUMAN
ORTHOMCL7546	NP_789845.1_HUMAN
ORTHOMCL7547	NP_001070667.1_HUMAN
ORTHOMCL7548	NP_001258522.1_HUMAN
ORTHOMCL7549	XP_005266023.1_HUMAN
ORTHOMCL7552	NP_003084.1_HUMAN
ORTHOMCL7553	XP_011523844.1_HUMAN
ORTHOMCL7554	NP_997201.1_HUMAN
ORTHOMCL7555	NP_001007279.1_HUMAN
ORTHOMCL7556	NP_002212.3_HUMAN
ORTHOMCL7557	XP_006719289.3_HUMAN
ORTHOMCL7558	NP_060700.2_HUMAN
ORTHOMCL7560	NP_542193.3_HUMAN
ORTHOMCL7561	XP_005250394.1_HUMAN
ORTHOMCL7562	NP_002014.2_HUMAN
ORTHOMCL7563	NP_597999.1_HUMAN
ORTHOMCL7564	NP_776194.2_HUMAN
ORTHOMCL7565	XP_005247675.1_HUMAN
ORTHOMCL7566	XP_006716347.1_HUMAN
ORTHOMCL7567	NP_071913.1_HUMAN
ORTHOMCL7568	NP_115554.2_HUMAN
ORTHOMCL7569	XP_006719501.1_HUMAN
ORTHOMCL7570	NP_002433.1_HUMAN
ORTHOMCL7571	XP_011541928.1_HUMAN
ORTHOMCL7572	NP_997182.1_HUMAN
ORTHOMCL7573	XP_016859744.1_HUMAN
ORTHOMCL7574	NP_851939.1_HUMAN
ORTHOMCL7575	NP_056943.1_HUMAN
ORTHOMCL7576	NP_001245240.1_HUMAN
ORTHOMCL7577	NP_001241681.1_HUMAN
ORTHOMCL7578	NP_000058.1_HUMAN
ORTHOMCL7579	NP_006773.2_HUMAN
ORTHOMCL7580	XP_011508394.1_HUMAN
ORTHOMCL7581	NP_001273429.1_HUMAN
ORTHOMCL7583	NP_060140.2_HUMAN
ORTHOMCL7584	NP_001129676.1_HUMAN
ORTHOMCL7585	XP_011528524.1_HUMAN
ORTHOMCL7586	XP_005271169.1_HUMAN
ORTHOMCL7587	XP_016874999.1_HUMAN
ORTHOMCL7588	NP_008869.1_HUMAN
ORTHOMCL7589	XP_016865096.1_HUMAN
ORTHOMCL7591	NP_079157.3_HUMAN
ORTHOMCL7592	NP_110517.2_HUMAN
ORTHOMCL7593	NP_000851.2_HUMAN
ORTHOMCL7594	XP_005262547.1_HUMAN
ORTHOMCL7595	XP_011521155.1_HUMAN
ORTHOMCL7596	XP_011509026.1_HUMAN
ORTHOMCL7597	XP_011534951.1_HUMAN
ORTHOMCL7598	XP_011539940.1_HUMAN
ORTHOMCL7599	NP_057238.3_HUMAN
ORTHOMCL7600	NP_005249.1_HUMAN
ORTHOMCL7601	NP_789839.1_HUMAN
ORTHOMCL7602	XP_011512215.1_HUMAN
ORTHOMCL7603	NP_006746.1_HUMAN
ORTHOMCL7604	NP_065877.1_HUMAN
ORTHOMCL7605	XP_011539741.1_HUMAN
ORTHOMCL7606	XP_006719302.1_HUMAN
ORTHOMCL7607	XP_016883523.1_HUMAN
ORTHOMCL7608	NP_056386.2_HUMAN
ORTHOMCL7609	XP_011534258.1_HUMAN
ORTHOMCL7610	XP_016867663.1_HUMAN
ORTHOMCL7611	NP_002086.1_HUMAN
ORTHOMCL7612	NP_116184.2_HUMAN
ORTHOMCL7613	NP_001277008.1_HUMAN
ORTHOMCL7614	XP_005247701.1_HUMAN
ORTHOMCL7615	NP_060284.1_HUMAN
ORTHOMCL7616	XP_011538272.1_HUMAN
ORTHOMCL7617	NP_001078940.1_HUMAN
ORTHOMCL7618	NP_056180.1_HUMAN
ORTHOMCL7619	NP_001389.2_HUMAN
ORTHOMCL7620	XP_005260286.1_HUMAN
ORTHOMCL7621	NP_037415.1_HUMAN
ORTHOMCL7622	NP_037451.1_HUMAN
ORTHOMCL7623	NP_001555.1_HUMAN
ORTHOMCL7624	NP_001243546.1_HUMAN
ORTHOMCL7625	NP_835221.2_HUMAN
ORTHOMCL7626	NP_001077382.1_HUMAN
ORTHOMCL7627	NP_001242914.1_HUMAN
ORTHOMCL7628	XP_016885458.1_HUMAN
ORTHOMCL7629	NP_001287758.1_HUMAN
ORTHOMCL7630	NP_002089.4_HUMAN
ORTHOMCL7631	NP_004655.1_HUMAN
ORTHOMCL7632	NP_036391.1_HUMAN
ORTHOMCL7633	XP_005252046.1_HUMAN
ORTHOMCL7634	XP_011538762.1_HUMAN
ORTHOMCL7635	NP_076920.1_HUMAN
ORTHOMCL7636	XP_005273419.1_HUMAN
ORTHOMCL7637	NP_006007.2_HUMAN
ORTHOMCL7638	NP_006266.2_HUMAN
ORTHOMCL7639	XP_016863852.1_HUMAN
ORTHOMCL7640	NP_006351.2_HUMAN
ORTHOMCL7641	NP_005422.1_HUMAN
ORTHOMCL7642	XP_016867417.1_HUMAN
ORTHOMCL7643	NP_001305894.1_HUMAN
ORTHOMCL7644	NP_919424.1_HUMAN
ORTHOMCL7645	NP_660303.1_HUMAN
ORTHOMCL7646	XP_011538595.1_HUMAN
ORTHOMCL7647	XP_011520726.1_HUMAN
ORTHOMCL7648	NP_001207417.1_HUMAN
ORTHOMCL7649	NP_001924.2_HUMAN
ORTHOMCL7650	NP_997719.2_HUMAN
ORTHOMCL7651	XP_005256095.1_HUMAN
ORTHOMCL7652	NP_001003701.1_HUMAN
ORTHOMCL7653	NP_115734.1_HUMAN
ORTHOMCL7654	NP_835455.1_HUMAN
ORTHOMCL7655	NP_073742.2_HUMAN
ORTHOMCL7656	NP_004506.2_HUMAN
ORTHOMCL7657	NP_659419.3_HUMAN
ORTHOMCL7658	NP_005211.1_HUMAN
ORTHOMCL7659	NP_150634.1_HUMAN
ORTHOMCL7660	XP_016878807.1_HUMAN
ORTHOMCL7661	NP_689812.3_HUMAN
ORTHOMCL7662	NP_001265568.1_HUMAN
ORTHOMCL7663	NP_001013416.1_HUMAN
ORTHOMCL7664	NP_004200.2_HUMAN
ORTHOMCL7665	NP_031388.2_HUMAN
ORTHOMCL7666	NP_000443.1_HUMAN
ORTHOMCL7667	NP_835461.2_HUMAN
ORTHOMCL7668	NP_005258.2_HUMAN
ORTHOMCL7669	NP_057390.1_HUMAN
ORTHOMCL7670	NP_001238978.1_HUMAN
ORTHOMCL7671	NP_036252.1_HUMAN
ORTHOMCL7672	NP_060855.2_HUMAN
ORTHOMCL7673	NP_057143.1_HUMAN
ORTHOMCL7674	XP_011520209.1_HUMAN
ORTHOMCL7675	NP_002023.2_HUMAN
ORTHOMCL7676	NP_076429.1_HUMAN
ORTHOMCL7677	NP_002805.1_HUMAN
ORTHOMCL7678	NP_003607.1_HUMAN
ORTHOMCL7679	NP_067006.3_HUMAN
ORTHOMCL7680	NP_061865.1_HUMAN
ORTHOMCL7681	NP_001129514.2_HUMAN
ORTHOMCL7682	NP_115759.2_HUMAN
ORTHOMCL7683	NP_065724.1_HUMAN
ORTHOMCL7684	NP_061331.2_HUMAN
ORTHOMCL7685	NP_005073.2_HUMAN
ORTHOMCL7686	NP_149116.2_HUMAN
ORTHOMCL7687	XP_005266998.1_HUMAN
ORTHOMCL7688	NP_001922.2_HUMAN
ORTHOMCL7689	NP_057036.2_HUMAN
ORTHOMCL7690	XP_016881715.1_HUMAN
ORTHOMCL7691	NP_001297.1_HUMAN
ORTHOMCL7692	XP_011536030.1_HUMAN
ORTHOMCL7693	XP_005260815.1_HUMAN
ORTHOMCL7694	NP_001116428.1_HUMAN
ORTHOMCL7695	NP_001310479.1_HUMAN
ORTHOMCL7696	NP_003256.1_HUMAN
ORTHOMCL7697	XP_011539049.1_HUMAN
ORTHOMCL7698	XP_016885121.1_HUMAN
ORTHOMCL7699	NP_000862.1_HUMAN
ORTHOMCL7700	NP_001180290.1_HUMAN
ORTHOMCL7701	NP_001013685.1_HUMAN
ORTHOMCL7702	XP_016861001.1_HUMAN
ORTHOMCL7703	NP_061336.1_HUMAN
ORTHOMCL7704	NP_001158.2_HUMAN
ORTHOMCL7705	NP_001304978.1_HUMAN
ORTHOMCL7706	NP_115701.2_HUMAN
ORTHOMCL7707	NP_001094286.1_HUMAN
ORTHOMCL7709	NP_848642.1_HUMAN
ORTHOMCL7710	XP_011533687.1_HUMAN
ORTHOMCL7711	NP_055515.1_HUMAN
ORTHOMCL7712	XP_006717514.1_HUMAN
ORTHOMCL7713	NP_079479.1_HUMAN
ORTHOMCL7714	XP_005254648.1_HUMAN
ORTHOMCL7715	NP_056251.2_HUMAN
ORTHOMCL7716	XP_016865174.1_HUMAN
ORTHOMCL7717	XP_016857536.1_HUMAN
ORTHOMCL7718	NP_060347.2_HUMAN
ORTHOMCL7719	NP_001284667.1_HUMAN
ORTHOMCL7720	XP_005248605.1_HUMAN
ORTHOMCL7721	NP_060420.2_HUMAN
ORTHOMCL7722	NP_001273942.1_HUMAN
ORTHOMCL7723	NP_006151.3_HUMAN
ORTHOMCL7724	NP_005678.3_HUMAN
ORTHOMCL7725	NP_001030331.1_HUMAN
ORTHOMCL7726	NP_919445.1_HUMAN
ORTHOMCL7727	NP_003746.2_HUMAN
ORTHOMCL7728	NP_001307707.1_HUMAN
ORTHOMCL7729	NP_115633.3_HUMAN
ORTHOMCL7730	NP_006058.1_HUMAN
ORTHOMCL7731	NP_001273031.1_HUMAN
ORTHOMCL7733	XP_011510764.1_HUMAN
ORTHOMCL7734	XP_011508259.1_HUMAN
ORTHOMCL7735	NP_002236.1_HUMAN
ORTHOMCL7736	NP_002655.2_HUMAN
ORTHOMCL7738	NP_058642.1_HUMAN
ORTHOMCL7739	NP_001304271.1_HUMAN
ORTHOMCL7740	XP_005268650.1_HUMAN
ORTHOMCL7741	NP_000844.2_HUMAN
ORTHOMCL7742	XP_006712840.1_HUMAN
ORTHOMCL7743	NP_009103.2_HUMAN
ORTHOMCL7744	NP_112556.2_HUMAN
ORTHOMCL7745	NP_066305.2_HUMAN
ORTHOMCL7746	NP_001034241.1_HUMAN
ORTHOMCL7747	NP_150281.1_HUMAN
ORTHOMCL7748	XP_006714813.1_HUMAN
ORTHOMCL7749	XP_016869697.1_HUMAN
ORTHOMCL7750	XP_005250462.1_HUMAN
ORTHOMCL7751	XP_005265138.1_HUMAN
ORTHOMCL7752	NP_008855.1_HUMAN
ORTHOMCL7753	XP_016860874.1_HUMAN
ORTHOMCL7754	NP_110379.2_HUMAN
ORTHOMCL7755	XP_011530603.1_HUMAN
ORTHOMCL7756	NP_055132.2_HUMAN
ORTHOMCL7757	XP_011537563.1_HUMAN
ORTHOMCL7758	NP_001034934.1_HUMAN
ORTHOMCL7759	NP_000276.2_HUMAN
ORTHOMCL7761	NP_004274.1_HUMAN
ORTHOMCL7762	NP_004308.2_HUMAN
ORTHOMCL7763	XP_005264682.1_HUMAN
ORTHOMCL7765	NP_001977.1_HUMAN
ORTHOMCL7766	NP_001243224.1_HUMAN
ORTHOMCL7767	NP_009140.1_HUMAN
ORTHOMCL7768	XP_011508137.1_HUMAN
ORTHOMCL7769	XP_011518907.1_HUMAN
ORTHOMCL7770	XP_011519347.1_HUMAN
ORTHOMCL7771	NP_116161.2_HUMAN
ORTHOMCL7772	NP_075378.1_HUMAN
ORTHOMCL7773	NP_444515.1_HUMAN
ORTHOMCL7774	XP_005268645.1_HUMAN
ORTHOMCL7775	NP_005659.1_HUMAN
ORTHOMCL7776	XP_011513055.1_HUMAN
ORTHOMCL7777	NP_542782.1_HUMAN
ORTHOMCL7778	NP_001137282.1_HUMAN
ORTHOMCL7779	NP_055318.2_HUMAN
ORTHOMCL7780	XP_005270468.1_HUMAN
ORTHOMCL7781	NP_055118.1_HUMAN
ORTHOMCL7782	NP_579917.1_HUMAN
ORTHOMCL7783	NP_660158.2_HUMAN
ORTHOMCL7784	XP_016856545.1_HUMAN
ORTHOMCL7786	NP_001285.1_HUMAN
ORTHOMCL7787	NP_714914.2_HUMAN
ORTHOMCL7788	NP_001291972.1_HUMAN
ORTHOMCL7789	XP_005261629.1_HUMAN
ORTHOMCL7790	NP_055290.1_HUMAN
ORTHOMCL7791	XP_016867335.1_HUMAN
ORTHOMCL7792	NP_001291217.1_HUMAN
ORTHOMCL7794	NP_000315.2_HUMAN
ORTHOMCL7795	NP_055645.1_HUMAN
ORTHOMCL7796	XP_011507698.1_HUMAN
ORTHOMCL7797	NP_061115.2_HUMAN
ORTHOMCL7798	NP_060295.1_HUMAN
ORTHOMCL7799	NP_000742.1_HUMAN
ORTHOMCL7800	NP_001296373.1_HUMAN
ORTHOMCL7801	NP_075565.2_HUMAN
ORTHOMCL7802	NP_079006.1_HUMAN
ORTHOMCL7803	NP_001129107.1_HUMAN
ORTHOMCL7804	NP_001139020.1_HUMAN
ORTHOMCL7805	NP_001505.1_HUMAN
ORTHOMCL7806	NP_001166938.1_HUMAN
ORTHOMCL7807	XP_006712541.1_HUMAN
ORTHOMCL7808	XP_011526677.1_HUMAN
ORTHOMCL7809	XP_016872628.1_HUMAN
ORTHOMCL7810	XP_016870293.1_HUMAN
ORTHOMCL7811	XP_016859239.1_HUMAN
ORTHOMCL7812	NP_002908.1_HUMAN
ORTHOMCL7813	XP_005260398.1_HUMAN
ORTHOMCL7814	NP_001073136.1_HUMAN
ORTHOMCL7815	XP_016857680.1_HUMAN
ORTHOMCL7816	NP_444263.1_HUMAN
ORTHOMCL7817	NP_001003690.1_HUMAN
ORTHOMCL7818	NP_064710.4_HUMAN
ORTHOMCL7819	NP_001288002.1_HUMAN
ORTHOMCL7820	NP_149110.1_HUMAN
ORTHOMCL7821	XP_016881017.1_HUMAN
ORTHOMCL7822	XP_011542898.1_HUMAN
ORTHOMCL7823	NP_072045.1_HUMAN
ORTHOMCL7824	XP_016875895.1_HUMAN
ORTHOMCL7825	NP_001246.2_HUMAN
ORTHOMCL7826	NP_078805.3_HUMAN
ORTHOMCL7827	XP_011514057.1_HUMAN
ORTHOMCL7828	NP_036537.1_HUMAN
ORTHOMCL7829	NP_065714.1_HUMAN
ORTHOMCL7830	XP_005268638.1_HUMAN
ORTHOMCL7831	NP_005767.1_HUMAN
ORTHOMCL7832	XP_006711275.1_HUMAN
ORTHOMCL7833	NP_612396.1_HUMAN
ORTHOMCL7835	NP_002803.2_HUMAN
ORTHOMCL7837	XP_011528297.1_HUMAN
ORTHOMCL7838	NP_663304.1_HUMAN
ORTHOMCL7839	NP_115644.1_HUMAN
ORTHOMCL7840	NP_055302.1_HUMAN
ORTHOMCL7841	NP_001038.1_HUMAN
ORTHOMCL7842	NP_001257313.1_HUMAN
ORTHOMCL7843	XP_005265378.1_HUMAN
ORTHOMCL7844	NP_001124384.1_HUMAN
ORTHOMCL7845	XP_016883511.1_HUMAN
ORTHOMCL7846	XP_016860406.1_HUMAN
ORTHOMCL7847	NP_006003.1_HUMAN
ORTHOMCL7848	XP_011509745.1_HUMAN
ORTHOMCL7849	NP_689603.2_HUMAN
ORTHOMCL7850	XP_011536062.1_HUMAN
ORTHOMCL7851	NP_003848.1_HUMAN
ORTHOMCL7852	XP_011514312.1_HUMAN
ORTHOMCL7854	NP_660275.2_HUMAN
ORTHOMCL7856	NP_001984.1_HUMAN
ORTHOMCL7857	XP_016867995.1_HUMAN
ORTHOMCL7858	NP_009096.2_HUMAN
ORTHOMCL7859	NP_001186706.1_HUMAN
ORTHOMCL7860	NP_001177194.1_HUMAN
ORTHOMCL7861	XP_016870897.1_HUMAN
ORTHOMCL7862	NP_066284.2_HUMAN
ORTHOMCL7863	NP_067055.1_HUMAN
ORTHOMCL7864	NP_005106.2_HUMAN
ORTHOMCL7865	NP_001004434.1_HUMAN
ORTHOMCL7866	NP_056441.6_HUMAN
ORTHOMCL7867	NP_000916.2_HUMAN
ORTHOMCL7868	NP_005373.2_HUMAN
ORTHOMCL7869	NP_063941.3_HUMAN
ORTHOMCL7870	XP_011518466.1_HUMAN
ORTHOMCL7871	NP_849143.1_HUMAN
ORTHOMCL7872	XP_016866081.1_HUMAN
ORTHOMCL7873	NP_009037.1_HUMAN
ORTHOMCL7874	NP_062559.2_HUMAN
ORTHOMCL7875	NP_945351.1_HUMAN
ORTHOMCL7877	XP_005253926.1_HUMAN
ORTHOMCL7878	NP_001136028.1_HUMAN
ORTHOMCL7879	NP_000994.1_HUMAN
ORTHOMCL7880	NP_722517.3_HUMAN
ORTHOMCL7881	XP_016856888.1_HUMAN
ORTHOMCL7882	NP_077271.1_HUMAN
ORTHOMCL7883	XP_011533852.1_HUMAN
ORTHOMCL7884	NP_001106175.1_HUMAN
ORTHOMCL7885	NP_620140.1_HUMAN
ORTHOMCL7886	NP_002479.1_HUMAN
ORTHOMCL7887	XP_005272281.1_HUMAN
ORTHOMCL7888	NP_109592.1_HUMAN
ORTHOMCL7889	XP_016856940.1_HUMAN
ORTHOMCL7891	NP_057107.3_HUMAN
ORTHOMCL7892	NP_003183.1_HUMAN
ORTHOMCL7893	NP_001129224.1_HUMAN
ORTHOMCL7894	XP_011516707.1_HUMAN
ORTHOMCL7895	XP_005247645.1_HUMAN
ORTHOMCL7896	NP_006726.1_HUMAN
ORTHOMCL7897	NP_660348.2_HUMAN
ORTHOMCL7898	XP_006721622.1_HUMAN
ORTHOMCL7899	NP_000292.1_HUMAN
ORTHOMCL7900	NP_065132.1_HUMAN
ORTHOMCL7901	NP_116245.2_HUMAN
ORTHOMCL7902	NP_004805.2_HUMAN
ORTHOMCL7904	NP_000188.1_HUMAN
ORTHOMCL7905	NP_001307925.1_HUMAN
ORTHOMCL7906	NP_001070659.1_HUMAN
ORTHOMCL7907	NP_001273035.1_HUMAN
ORTHOMCL7908	NP_001191228.1_HUMAN
ORTHOMCL7909	NP_001092692.1_HUMAN
ORTHOMCL7910	NP_060354.4_HUMAN
ORTHOMCL7911	NP_001032354.1_HUMAN
ORTHOMCL7912	NP_001308850.1_HUMAN
ORTHOMCL7913	NP_001121686.1_HUMAN
ORTHOMCL7914	XP_006714816.1_HUMAN
ORTHOMCL7915	NP_036453.1_HUMAN
ORTHOMCL7916	NP_057558.3_HUMAN
ORTHOMCL7917	NP_859057.4_HUMAN
ORTHOMCL7918	XP_005264416.1_HUMAN
ORTHOMCL7919	NP_076979.1_HUMAN
ORTHOMCL7920	XP_011543556.1_HUMAN
ORTHOMCL7921	NP_003752.2_HUMAN
ORTHOMCL7922	NP_060015.1_HUMAN
ORTHOMCL7923	NP_114115.2_HUMAN
ORTHOMCL7924	NP_057033.2_HUMAN
ORTHOMCL7925	XP_006715197.1_HUMAN
ORTHOMCL7927	XP_005248478.1_HUMAN
ORTHOMCL7928	XP_016874448.1_HUMAN
ORTHOMCL7929	XP_016873845.1_HUMAN
ORTHOMCL7930	NP_877434.2_HUMAN
ORTHOMCL7931	XP_011542861.1_HUMAN
ORTHOMCL7932	NP_000971.1_HUMAN
ORTHOMCL7933	NP_001257882.1_HUMAN
ORTHOMCL7935	XP_011507965.1_HUMAN
ORTHOMCL7936	NP_689747.3_HUMAN
ORTHOMCL7937	NP_005317.2_HUMAN
ORTHOMCL7938	XP_011526907.1_HUMAN
ORTHOMCL7940	NP_036270.1_HUMAN
ORTHOMCL7941	NP_057097.2_HUMAN
ORTHOMCL7942	XP_016882353.1_HUMAN
ORTHOMCL7943	NP_001287765.1_HUMAN
ORTHOMCL7944	NP_071380.1_HUMAN
ORTHOMCL7945	NP_001015.1_HUMAN
ORTHOMCL7946	NP_061054.2_HUMAN
ORTHOMCL7947	NP_808800.1_HUMAN
ORTHOMCL7948	NP_000442.1_HUMAN
ORTHOMCL7949	NP_001560.2_HUMAN
ORTHOMCL7950	NP_036381.2_HUMAN
ORTHOMCL7951	NP_001131026.1_HUMAN
ORTHOMCL7952	NP_003328.1_HUMAN
ORTHOMCL7953	NP_001035927.1_HUMAN
ORTHOMCL7954	NP_000186.2_HUMAN
ORTHOMCL7956	XP_005254426.1_HUMAN
ORTHOMCL7958	XP_016867785.1_HUMAN
ORTHOMCL7959	NP_001136043.1_HUMAN
ORTHOMCL7960	NP_001295083.1_HUMAN
ORTHOMCL7961	NP_001274189.1_HUMAN
ORTHOMCL7963	XP_016877890.1_HUMAN
