ORTHOMCL420	2077725)]_AMEIU(
ORTHOMCL20334	lcl|CM022758.1_cds_KAF4087115.1_7669_AMEIU(
ORTHOMCL20335	lcl|CM022758.1_cds_KAF4087140.1_7637_AMEIU(
ORTHOMCL20336	lcl|CM022758.1_cds_KAF4087143.1_7640_AMEIU(
ORTHOMCL20337	lcl|CM022758.1_cds_KAF4087378.1_7887_AMEIU(
ORTHOMCL20338	lcl|CM022758.1_cds_KAF4087406.1_7904_AMEIU(
ORTHOMCL20339	lcl|CM022759.1_cds_KAF4085560.1_8027_AMEIU(
ORTHOMCL20340	lcl|CM022759.1_cds_KAF4085603.1_8066_AMEIU(
ORTHOMCL20341	lcl|CM022759.1_cds_KAF4085703.1_8166_AMEIU(
ORTHOMCL20342	lcl|CM022759.1_cds_KAF4085705.1_8170_AMEIU(
ORTHOMCL20343	lcl|CM022759.1_cds_KAF4085816.1_8278_AMEIU(
ORTHOMCL20344	lcl|CM022759.1_cds_KAF4085845.1_8309_AMEIU(
ORTHOMCL20345	lcl|CM022759.1_cds_KAF4085914.1_8396_AMEIU(
ORTHOMCL20346	lcl|CM022759.1_cds_KAF4085955.1_8421_AMEIU(
ORTHOMCL20347	lcl|CM022759.1_cds_KAF4085976.1_8440_AMEIU(
ORTHOMCL20348	lcl|CM022759.1_cds_KAF4085989.1_8451_AMEIU(
ORTHOMCL20349	lcl|CM022759.1_cds_KAF4086239.1_8694_AMEIU(
ORTHOMCL20350	lcl|CM022759.1_cds_KAF4086292.1_8727_AMEIU(
ORTHOMCL20351	lcl|CM022759.1_cds_KAF4086311.1_8726_AMEIU(
ORTHOMCL20352	lcl|CM022759.1_cds_KAF4086339.1_8809_AMEIU(
ORTHOMCL20353	lcl|CM022759.1_cds_KAF4086362.1_8872_AMEIU(
ORTHOMCL20354	lcl|CM022760.1_cds_KAF4084544.1_8998_AMEIU(
ORTHOMCL20355	lcl|CM022760.1_cds_KAF4084563.1_9011_AMEIU(
ORTHOMCL20356	lcl|CM022760.1_cds_KAF4084564.1_9004_AMEIU(
ORTHOMCL20357	lcl|CM022760.1_cds_KAF4084662.1_9105_AMEIU(
ORTHOMCL20358	lcl|CM022760.1_cds_KAF4084788.1_9232_AMEIU(
ORTHOMCL20359	lcl|CM022760.1_cds_KAF4084816.1_9263_AMEIU(
ORTHOMCL20360	lcl|CM022760.1_cds_KAF4084835.1_9287_AMEIU(
ORTHOMCL20361	lcl|CM022760.1_cds_KAF4084855.1_9303_AMEIU(
ORTHOMCL20362	lcl|CM022760.1_cds_KAF4084924.1_9387_AMEIU(
ORTHOMCL20363	lcl|CM022760.1_cds_KAF4084952.1_9409_AMEIU(
ORTHOMCL20364	lcl|CM022760.1_cds_KAF4084997.1_9452_AMEIU(
ORTHOMCL20365	lcl|CM022760.1_cds_KAF4085176.1_9610_AMEIU(
ORTHOMCL20366	lcl|CM022760.1_cds_KAF4085212.1_9639_AMEIU(
ORTHOMCL20367	lcl|CM022760.1_cds_KAF4085402.1_9839_AMEIU(
ORTHOMCL20368	lcl|CM022760.1_cds_KAF4085467.1_9912_AMEIU(
ORTHOMCL20369	lcl|CM022761.1_cds_KAF4083660.1_9945_AMEIU(
ORTHOMCL20370	lcl|CM022761.1_cds_KAF4083723.1_10004_AMEIU(
ORTHOMCL20371	lcl|CM022761.1_cds_KAF4084218.1_10502_AMEIU(
ORTHOMCL20372	lcl|CM022761.1_cds_KAF4084331.1_10618_AMEIU(
ORTHOMCL20373	lcl|CM022761.1_cds_KAF4084351.1_10642_AMEIU(
ORTHOMCL20374	lcl|CM022761.1_cds_KAF4084474.1_10775_AMEIU(
ORTHOMCL20375	lcl|CM022761.1_cds_KAF4084480.1_10760_AMEIU(
ORTHOMCL20376	lcl|CM022762.1_cds_KAF4082811.1_10889_AMEIU(
ORTHOMCL20377	lcl|CM022762.1_cds_KAF4083260.1_11332_AMEIU(
ORTHOMCL20378	lcl|CM022762.1_cds_KAF4083577.1_11646_AMEIU(
ORTHOMCL20379	lcl|CM022763.1_cds_KAF4081869.1_11782_AMEIU(
ORTHOMCL20380	lcl|CM022763.1_cds_KAF4082032.1_11944_AMEIU(
ORTHOMCL20381	lcl|CM022763.1_cds_KAF4082197.1_12097_AMEIU(
ORTHOMCL20382	lcl|CM022763.1_cds_KAF4082283.1_12201_AMEIU(
ORTHOMCL20383	lcl|CM022763.1_cds_KAF4082328.1_12237_AMEIU(
ORTHOMCL20384	lcl|CM022763.1_cds_KAF4082346.1_12270_AMEIU(
ORTHOMCL20385	lcl|CM022763.1_cds_KAF4082557.1_12466_AMEIU(
ORTHOMCL20386	lcl|CM022763.1_cds_KAF4082576.1_12488_AMEIU(
ORTHOMCL20387	lcl|CM022763.1_cds_KAF4082590.1_12502_AMEIU(
ORTHOMCL20388	lcl|CM022763.1_cds_KAF4082739.1_12644_AMEIU(
ORTHOMCL20389	lcl|CM022764.1_cds_KAF4081036.1_12758_AMEIU(
ORTHOMCL20390	lcl|CM022764.1_cds_KAF4081145.1_12867_AMEIU(
ORTHOMCL20391	lcl|CM022764.1_cds_KAF4081146.1_12868_AMEIU(
ORTHOMCL20392	lcl|CM022764.1_cds_KAF4081213.1_12937_AMEIU(
ORTHOMCL20393	lcl|CM022764.1_cds_KAF4081217.1_12946_AMEIU(
ORTHOMCL20394	lcl|CM022764.1_cds_KAF4081221.1_12941_AMEIU(
ORTHOMCL20395	lcl|CM022764.1_cds_KAF4081440.1_13168_AMEIU(
ORTHOMCL20396	lcl|CM022764.1_cds_KAF4081580.1_13319_AMEIU(
ORTHOMCL20397	lcl|CM022764.1_cds_KAF4081688.1_13417_AMEIU(
ORTHOMCL20398	lcl|CM022764.1_cds_KAF4081692.1_13426_AMEIU(
ORTHOMCL20399	lcl|CM022764.1_cds_KAF4081717.1_13438_AMEIU(
ORTHOMCL20400	lcl|CM022764.1_cds_KAF4081776.1_13511_AMEIU(
ORTHOMCL20401	lcl|CM022764.1_cds_KAF4081796.1_13512_AMEIU(
ORTHOMCL20402	lcl|CM022765.1_cds_KAF4080269.1_13802_AMEIU(
ORTHOMCL20403	lcl|CM022765.1_cds_KAF4080272.1_13807_AMEIU(
ORTHOMCL20404	lcl|CM022765.1_cds_KAF4080318.1_13847_AMEIU(
ORTHOMCL20405	lcl|CM022765.1_cds_KAF4080321.1_13850_AMEIU(
ORTHOMCL20406	lcl|CM022765.1_cds_KAF4080344.1_13891_AMEIU(
ORTHOMCL20407	lcl|CM022765.1_cds_KAF4080369.1_13901_AMEIU(
ORTHOMCL20408	lcl|CM022765.1_cds_KAF4080575.1_14116_AMEIU(
ORTHOMCL20409	lcl|CM022765.1_cds_KAF4080588.1_14125_AMEIU(
ORTHOMCL20410	lcl|CM022765.1_cds_KAF4080670.1_14212_AMEIU(
ORTHOMCL20411	lcl|CM022765.1_cds_KAF4080671.1_14213_AMEIU(
ORTHOMCL20412	lcl|CM022765.1_cds_KAF4080689.1_14220_AMEIU(
ORTHOMCL20413	lcl|CM022765.1_cds_KAF4080692.1_14229_AMEIU(
ORTHOMCL20414	lcl|CM022765.1_cds_KAF4080698.1_14231_AMEIU(
ORTHOMCL20415	lcl|CM022765.1_cds_KAF4080781.1_14317_AMEIU(
ORTHOMCL20416	lcl|CM022765.1_cds_KAF4080822.1_14358_AMEIU(
ORTHOMCL20417	lcl|CM022765.1_cds_KAF4080831.1_14380_AMEIU(
ORTHOMCL20418	lcl|CM022765.1_cds_KAF4080834.1_14385_AMEIU(
ORTHOMCL20419	lcl|CM022765.1_cds_KAF4080847.1_14375_AMEIU(
ORTHOMCL20420	lcl|CM022765.1_cds_KAF4080858.1_14388_AMEIU(
ORTHOMCL20421	lcl|CM022765.1_cds_KAF4080859.1_14390_AMEIU(
ORTHOMCL20422	lcl|CM022765.1_cds_KAF4080894.1_14465_AMEIU(
ORTHOMCL20423	lcl|CM022766.1_cds_KAF4079384.1_14482_AMEIU(
ORTHOMCL20424	lcl|CM022766.1_cds_KAF4079387.1_14491_AMEIU(
ORTHOMCL20425	lcl|CM022766.1_cds_KAF4079393.1_14494_AMEIU(
ORTHOMCL20426	lcl|CM022766.1_cds_KAF4079399.1_14496_AMEIU(
ORTHOMCL20427	lcl|CM022766.1_cds_KAF4079413.1_14507_AMEIU(
ORTHOMCL20428	lcl|CM022766.1_cds_KAF4079419.1_14520_AMEIU(
ORTHOMCL20429	lcl|CM022766.1_cds_KAF4079449.1_14549_AMEIU(
ORTHOMCL20430	lcl|CM022766.1_cds_KAF4079463.1_14563_AMEIU(
ORTHOMCL20431	lcl|CM022766.1_cds_KAF4079571.1_14672_AMEIU(
ORTHOMCL20432	lcl|CM022766.1_cds_KAF4079586.1_14686_AMEIU(
ORTHOMCL20433	lcl|CM022766.1_cds_KAF4079648.1_14747_AMEIU(
ORTHOMCL20434	lcl|CM022766.1_cds_KAF4079728.1_14828_AMEIU(
ORTHOMCL20435	lcl|CM022766.1_cds_KAF4079917.1_15017_AMEIU(
ORTHOMCL20436	lcl|CM022766.1_cds_KAF4079935.1_15039_AMEIU(
ORTHOMCL20437	lcl|CM022766.1_cds_KAF4079938.1_15037_AMEIU(
ORTHOMCL20438	lcl|CM022766.1_cds_KAF4079939.1_15038_AMEIU(
ORTHOMCL20439	lcl|CM022766.1_cds_KAF4079955.1_15051_AMEIU(
ORTHOMCL20440	lcl|CM022767.1_cds_KAF4078747.1_15131_AMEIU(
ORTHOMCL20441	lcl|CM022767.1_cds_KAF4078748.1_15135_AMEIU(
ORTHOMCL20442	lcl|CM022767.1_cds_KAF4078763.1_15132_AMEIU(
ORTHOMCL20443	lcl|CM022767.1_cds_KAF4078775.1_15160_AMEIU(
ORTHOMCL20444	lcl|CM022767.1_cds_KAF4078779.1_15161_AMEIU(
ORTHOMCL20445	lcl|CM022767.1_cds_KAF4078852.1_15243_AMEIU(
ORTHOMCL20446	lcl|CM022767.1_cds_KAF4078879.1_15261_AMEIU(
ORTHOMCL20447	lcl|CM022767.1_cds_KAF4078935.1_15316_AMEIU(
ORTHOMCL20448	lcl|CM022767.1_cds_KAF4079054.1_15439_AMEIU(
ORTHOMCL20449	lcl|CM022767.1_cds_KAF4079060.1_15434_AMEIU(
ORTHOMCL20450	lcl|CM022767.1_cds_KAF4079351.1_15742_AMEIU(
ORTHOMCL20451	lcl|CM022768.1_cds_KAF4077812.1_15759_AMEIU(
ORTHOMCL20452	lcl|CM022768.1_cds_KAF4077833.1_15773_AMEIU(
ORTHOMCL20453	lcl|CM022768.1_cds_KAF4077837.1_15781_AMEIU(
ORTHOMCL20454	lcl|CM022768.1_cds_KAF4077976.1_15915_AMEIU(
ORTHOMCL20455	lcl|CM022768.1_cds_KAF4078019.1_15964_AMEIU(
ORTHOMCL20456	lcl|CM022768.1_cds_KAF4078347.1_16292_AMEIU(
ORTHOMCL20457	lcl|CM022768.1_cds_KAF4078432.1_16369_AMEIU(
ORTHOMCL20458	lcl|CM022768.1_cds_KAF4078436.1_16377_AMEIU(
ORTHOMCL20459	lcl|CM022768.1_cds_KAF4078461.1_16402_AMEIU(
ORTHOMCL20460	lcl|CM022768.1_cds_KAF4078470.1_16408_AMEIU(
ORTHOMCL20461	lcl|CM022768.1_cds_KAF4078529.1_16484_AMEIU(
ORTHOMCL20462	lcl|CM022768.1_cds_KAF4078580.1_16520_AMEIU(
ORTHOMCL20463	lcl|CM022769.1_cds_KAF4077018.1_16749_AMEIU(
ORTHOMCL20464	lcl|CM022769.1_cds_KAF4077028.1_16764_AMEIU(
ORTHOMCL20465	lcl|CM022769.1_cds_KAF4077068.1_16803_AMEIU(
ORTHOMCL20466	lcl|CM022769.1_cds_KAF4077389.1_17122_AMEIU(
ORTHOMCL20467	lcl|CM022769.1_cds_KAF4077740.1_17472_AMEIU(
ORTHOMCL20468	lcl|CM022770.1_cds_KAF4076257.1_17569_AMEIU(
ORTHOMCL20469	lcl|CM022770.1_cds_KAF4076375.1_17691_AMEIU(
ORTHOMCL20470	lcl|CM022770.1_cds_KAF4076428.1_17729_AMEIU(
ORTHOMCL20471	lcl|CM022770.1_cds_KAF4076457.1_17773_AMEIU(
ORTHOMCL20472	lcl|CM022770.1_cds_KAF4076461.1_17758_AMEIU(
ORTHOMCL20473	lcl|CM022770.1_cds_KAF4076549.1_17847_AMEIU(
ORTHOMCL20474	lcl|CM022770.1_cds_KAF4076571.1_17875_AMEIU(
ORTHOMCL20475	lcl|CM022770.1_cds_KAF4076574.1_17878_AMEIU(
ORTHOMCL20476	lcl|CM022770.1_cds_KAF4076739.1_18035_AMEIU(
ORTHOMCL20477	lcl|CM022770.1_cds_KAF4076768.1_18074_AMEIU(
ORTHOMCL20478	lcl|CM022770.1_cds_KAF4076807.1_18110_AMEIU(
ORTHOMCL20479	lcl|CM022770.1_cds_KAF4076876.1_18183_AMEIU(
ORTHOMCL20480	lcl|CM022770.1_cds_KAF4076910.1_18211_AMEIU(
ORTHOMCL20481	lcl|CM022770.1_cds_KAF4076915.1_18218_AMEIU(
ORTHOMCL20482	lcl|CM022771.1_cds_KAF4075667.1_18297_AMEIU(
ORTHOMCL20483	lcl|CM022771.1_cds_KAF4075691.1_18327_AMEIU(
ORTHOMCL20484	lcl|CM022771.1_cds_KAF4075697.1_18332_AMEIU(
ORTHOMCL20485	lcl|CM022771.1_cds_KAF4075705.1_18345_AMEIU(
ORTHOMCL20486	lcl|CM022771.1_cds_KAF4075853.1_18490_AMEIU(
ORTHOMCL20487	lcl|CM022771.1_cds_KAF4075877.1_18511_AMEIU(
ORTHOMCL20488	lcl|CM022771.1_cds_KAF4075882.1_18519_AMEIU(
ORTHOMCL20489	lcl|CM022771.1_cds_KAF4075979.1_18619_AMEIU(
ORTHOMCL20490	lcl|CM022771.1_cds_KAF4075983.1_18618_AMEIU(
ORTHOMCL20491	lcl|CM022771.1_cds_KAF4076077.1_18715_AMEIU(
ORTHOMCL20492	lcl|CM022771.1_cds_KAF4076101.1_18738_AMEIU(
ORTHOMCL20493	lcl|CM022771.1_cds_KAF4076120.1_18770_AMEIU(
ORTHOMCL20494	lcl|CM022772.1_cds_KAF4074909.1_18941_AMEIU(
ORTHOMCL20495	lcl|CM022772.1_cds_KAF4074984.1_19016_AMEIU(
ORTHOMCL20496	lcl|CM022772.1_cds_KAF4075196.1_19229_AMEIU(
ORTHOMCL20497	lcl|CM022772.1_cds_KAF4075302.1_19332_AMEIU(
ORTHOMCL20498	lcl|CM022772.1_cds_KAF4075307.1_19345_AMEIU(
ORTHOMCL20499	lcl|CM022772.1_cds_KAF4075316.1_19339_AMEIU(
ORTHOMCL20500	lcl|CM022772.1_cds_KAF4075377.1_19420_AMEIU(
ORTHOMCL20501	lcl|CM022772.1_cds_KAF4075404.1_19440_AMEIU(
ORTHOMCL20502	lcl|CM022772.1_cds_KAF4075448.1_19476_AMEIU(
ORTHOMCL20503	lcl|CM022772.1_cds_KAF4075470.1_19502_AMEIU(
ORTHOMCL20504	lcl|CM022772.1_cds_KAF4075559.1_19578_AMEIU(
ORTHOMCL20505	lcl|CM022773.1_cds_KAF4074152.1_19636_AMEIU(
ORTHOMCL20506	lcl|CM022773.1_cds_KAF4074155.1_19643_AMEIU(
ORTHOMCL20507	lcl|CM022773.1_cds_KAF4074446.1_19933_AMEIU(
ORTHOMCL20508	lcl|CM022773.1_cds_KAF4074507.1_19994_AMEIU(
ORTHOMCL20509	lcl|CM022773.1_cds_KAF4074536.1_20018_AMEIU(
ORTHOMCL20510	lcl|CM022773.1_cds_KAF4074549.1_20038_AMEIU(
ORTHOMCL20511	lcl|CM022773.1_cds_KAF4074625.1_20109_AMEIU(
ORTHOMCL20512	lcl|CM022773.1_cds_KAF4074659.1_20154_AMEIU(
ORTHOMCL20513	lcl|CM022773.1_cds_KAF4074705.1_20208_AMEIU(
ORTHOMCL20514	lcl|CM022773.1_cds_KAF4074723.1_20212_AMEIU(
ORTHOMCL20515	lcl|CM022773.1_cds_KAF4074736.1_20225_AMEIU(
ORTHOMCL20516	lcl|CM022774.1_cds_KAF4073502.1_20350_AMEIU(
ORTHOMCL20517	lcl|CM022774.1_cds_KAF4073516.1_20363_AMEIU(
ORTHOMCL20518	lcl|CM022774.1_cds_KAF4073556.1_20395_AMEIU(
ORTHOMCL20519	lcl|CM022775.1_cds_KAF4072752.1_20988_AMEIU(
ORTHOMCL20520	lcl|CM022775.1_cds_KAF4072815.1_21042_AMEIU(
ORTHOMCL20521	lcl|CM022775.1_cds_KAF4072832.1_21056_AMEIU(
ORTHOMCL20522	lcl|CM022775.1_cds_KAF4072888.1_21118_AMEIU(
ORTHOMCL20523	lcl|CM022775.1_cds_KAF4073046.1_21266_AMEIU(
ORTHOMCL20524	lcl|CM022775.1_cds_KAF4073152.1_21381_AMEIU(
ORTHOMCL20525	lcl|CM022775.1_cds_KAF4073172.1_21398_AMEIU(
ORTHOMCL20526	lcl|CM022775.1_cds_KAF4073248.1_21474_AMEIU(
ORTHOMCL20527	lcl|CM022775.1_cds_KAF4073249.1_21475_AMEIU(
ORTHOMCL20528	lcl|CM022775.1_cds_KAF4073398.1_21613_AMEIU(
ORTHOMCL20529	lcl|CM022775.1_cds_KAF4073468.1_21683_AMEIU(
ORTHOMCL20530	lcl|CM022776.1_cds_KAF4072229.1_21803_AMEIU(
ORTHOMCL20531	lcl|CM022776.1_cds_KAF4072254.1_21826_AMEIU(
ORTHOMCL20532	lcl|CM022776.1_cds_KAF4072336.1_21903_AMEIU(
ORTHOMCL20533	lcl|CM022776.1_cds_KAF4072373.1_21948_AMEIU(
ORTHOMCL20534	lcl|CM022776.1_cds_KAF4072380.1_21954_AMEIU(
ORTHOMCL20535	lcl|CM022776.1_cds_KAF4072393.1_21964_AMEIU(
ORTHOMCL20536	lcl|CM022776.1_cds_KAF4072404.1_21980_AMEIU(
ORTHOMCL20537	lcl|CM022776.1_cds_KAF4072407.1_21978_AMEIU(
ORTHOMCL20538	lcl|CM022776.1_cds_KAF4072431.1_21988_AMEIU(
ORTHOMCL20539	lcl|CM022776.1_cds_KAF4072609.1_22194_AMEIU(
ORTHOMCL20540	lcl|CM022776.1_cds_KAF4072650.1_22212_AMEIU(
ORTHOMCL20541	lcl|CM022776.1_cds_KAF4072697.1_22273_AMEIU(
ORTHOMCL20542	lcl|CM022776.1_cds_KAF4072700.1_22276_AMEIU(
ORTHOMCL20543	lcl|CM022776.1_cds_KAF4072724.1_22301_AMEIU(
ORTHOMCL20544	lcl|CM022777.1_cds_KAF4071863.1_22431_AMEIU(
ORTHOMCL20545	lcl|CM022777.1_cds_KAF4071865.1_22433_AMEIU(
ORTHOMCL20546	lcl|CM022777.1_cds_KAF4071887.1_22459_AMEIU(
ORTHOMCL20547	lcl|CM022777.1_cds_KAF4071911.1_22482_AMEIU(
ORTHOMCL20548	lcl|CM022777.1_cds_KAF4071936.1_22504_AMEIU(
ORTHOMCL20549	lcl|CM022777.1_cds_KAF4071940.1_22512_AMEIU(
ORTHOMCL20550	lcl|CM022777.1_cds_KAF4071988.1_22554_AMEIU(
ORTHOMCL20551	lcl|CM022777.1_cds_KAF4072105.1_22672_AMEIU(
ORTHOMCL20552	lcl|CM022778.1_cds_KAF4071259.1_22719_AMEIU(
ORTHOMCL20553	lcl|CM022778.1_cds_KAF4071264.1_22715_AMEIU(
ORTHOMCL20554	lcl|CM022778.1_cds_KAF4071285.1_22754_AMEIU(
ORTHOMCL20555	lcl|CM022778.1_cds_KAF4071310.1_22761_AMEIU(
ORTHOMCL20556	lcl|CM022778.1_cds_KAF4071405.1_22863_AMEIU(
ORTHOMCL20557	lcl|CM022778.1_cds_KAF4071464.1_22917_AMEIU(
ORTHOMCL20558	lcl|CM022778.1_cds_KAF4071547.1_23000_AMEIU(
ORTHOMCL20559	lcl|CM022778.1_cds_KAF4071617.1_23075_AMEIU(
ORTHOMCL20560	lcl|CM022778.1_cds_KAF4071628.1_23080_AMEIU(
ORTHOMCL20561	lcl|CM022778.1_cds_KAF4071633.1_23088_AMEIU(
ORTHOMCL20562	lcl|CM022778.1_cds_KAF4071652.1_23108_AMEIU(
ORTHOMCL20563	lcl|CM022778.1_cds_KAF4071671.1_23124_AMEIU(
ORTHOMCL20564	lcl|CM022778.1_cds_KAF4071692.1_23148_AMEIU(
ORTHOMCL20565	lcl|CM022779.1_cds_KAF4071071.1_23549_AMEIU(
ORTHOMCL20566	lcl|CM022779.1_cds_KAF4071128.1_23615_AMEIU(
ORTHOMCL20567	lcl|CM022779.1_cds_KAF4071133.1_23607_AMEIU(
ORTHOMCL20568	lcl|CM022779.1_cds_KAF4071222.1_23703_AMEIU(
ORTHOMCL20569	lcl|CM022779.1_cds_KAF4071250.1_23727_AMEIU(
ORTHOMCL20570	lcl|CM022780.1_cds_KAF4070417.1_23866_AMEIU(
ORTHOMCL20571	lcl|CM022780.1_cds_KAF4070590.1_24036_AMEIU(
ORTHOMCL20572	lcl|CM022780.1_cds_KAF4070600.1_24045_AMEIU(
ORTHOMCL20573	lcl|CM022780.1_cds_KAF4070659.1_24104_AMEIU(
ORTHOMCL20574	lcl|CP034975.1_cds_TNN03338.1_367_TAKIF(
ORTHOMCL20575	lcl|CP034975.1_cds_TNN03355.1_384_TAKIF(
ORTHOMCL20576	lcl|CP034975.1_cds_TNN03440.1_469_TAKIF(
ORTHOMCL20577	lcl|CP034975.1_cds_TNN03652.1_681_TAKIF(
ORTHOMCL20578	lcl|CP034975.1_cds_TNN03666.1_695_TAKIF(
ORTHOMCL20579	lcl|CP034975.1_cds_TNN04000.1_1029_TAKIF(
ORTHOMCL20580	lcl|CP034975.1_cds_TNN04389.1_1418_TAKIF(
ORTHOMCL20581	lcl|CP034975.1_cds_TNN04480.1_1509_TAKIF(
ORTHOMCL20582	lcl|CP034976.1_cds_TNN02014.1_9500_TAKIF(
ORTHOMCL20583	lcl|CP034976.1_cds_TNN02344.1_9830_TAKIF(
ORTHOMCL20584	lcl|CP034976.1_cds_TNN02371.1_9857_TAKIF(
ORTHOMCL20585	lcl|CP034976.1_cds_TNN02823.1_10309_TAKIF(
ORTHOMCL20586	lcl|CP034976.1_cds_TNN02865.1_10351_TAKIF(
ORTHOMCL20587	lcl|CP034976.1_cds_TNN02892.1_10378_TAKIF(
ORTHOMCL20588	lcl|CP034977.1_cds_TNN01204.1_10585_TAKIF(
ORTHOMCL20589	lcl|CP034977.1_cds_TNN01289.1_10670_TAKIF(
ORTHOMCL20590	lcl|CP034977.1_cds_TNN01354.1_10735_TAKIF(
ORTHOMCL20591	lcl|CP034977.1_cds_TNN01449.1_10830_TAKIF(
ORTHOMCL20592	lcl|CP034977.1_cds_TNN01598.1_10979_TAKIF(
ORTHOMCL20593	lcl|CP034977.1_cds_TNN01599.1_10980_TAKIF(
ORTHOMCL20594	lcl|CP034977.1_cds_TNN01603.1_10984_TAKIF(
ORTHOMCL20595	lcl|CP034977.1_cds_TNN01652.1_11033_TAKIF(
ORTHOMCL20596	lcl|CP034977.1_cds_TNN01730.1_11111_TAKIF(
ORTHOMCL20597	lcl|CP034977.1_cds_TNN01766.1_11147_TAKIF(
ORTHOMCL20598	lcl|CP034978.1_cds_TNN00439.1_11684_TAKIF(
ORTHOMCL20599	lcl|CP034978.1_cds_TNN00954.1_12199_TAKIF(
ORTHOMCL20600	lcl|CP034978.1_cds_TNN01031.1_12276_TAKIF(
ORTHOMCL20601	lcl|CP034978.1_cds_TNN01033.1_12278_TAKIF(
ORTHOMCL20602	lcl|CP034978.1_cds_TNN01051.1_12296_TAKIF(
ORTHOMCL20603	lcl|CP034979.1_cds_TNM99349.1_12381_TAKIF(
ORTHOMCL20604	lcl|CP034979.1_cds_TNM99384.1_12416_TAKIF(
ORTHOMCL20605	lcl|CP034979.1_cds_TNM99525.1_12557_TAKIF(
ORTHOMCL20606	lcl|CP034979.1_cds_TNN00059.1_13090_TAKIF(
ORTHOMCL20607	lcl|CP034980.1_cds_TNM98570.1_13133_TAKIF(
ORTHOMCL20608	lcl|CP034980.1_cds_TNM98648.1_13211_TAKIF(
ORTHOMCL20609	lcl|CP034980.1_cds_TNM98723.1_13286_TAKIF(
ORTHOMCL20610	lcl|CP034980.1_cds_TNM98757.1_13320_TAKIF(
ORTHOMCL20611	lcl|CP034981.1_cds_TNM97621.1_13866_TAKIF(
ORTHOMCL20612	lcl|CP034981.1_cds_TNM97624.1_13869_TAKIF(
ORTHOMCL20613	lcl|CP034981.1_cds_TNM97625.1_13870_TAKIF(
ORTHOMCL20614	lcl|CP034981.1_cds_TNM97626.1_13871_TAKIF(
ORTHOMCL20615	lcl|CP034981.1_cds_TNM97628.1_13873_TAKIF(
ORTHOMCL20616	lcl|CP034981.1_cds_TNM97838.1_14083_TAKIF(
ORTHOMCL20617	lcl|CP034981.1_cds_TNM97905.1_14150_TAKIF(
ORTHOMCL20618	lcl|CP034981.1_cds_TNM98239.1_14484_TAKIF(
ORTHOMCL20619	lcl|CP034982.1_cds_TNM97022.1_15177_TAKIF(
ORTHOMCL20620	lcl|CP034982.1_cds_TNM97063.1_15218_TAKIF(
ORTHOMCL20621	lcl|CP034982.1_cds_TNM97133.1_15288_TAKIF(
ORTHOMCL20622	lcl|CP034982.1_cds_TNM97194.1_15349_TAKIF(
ORTHOMCL20623	lcl|CP034982.1_cds_TNM97232.1_15387_TAKIF(
ORTHOMCL20624	lcl|CP034983.1_cds_TNM96322.1_15982_TAKIF(
ORTHOMCL20625	lcl|CP034983.1_cds_TNM96340.1_16000_TAKIF(
ORTHOMCL20626	lcl|CP034983.1_cds_TNM96349.1_16009_TAKIF(
ORTHOMCL20627	lcl|CP034984.1_cds_TNM95950.1_17032_TAKIF(
ORTHOMCL20628	lcl|CP034984.1_cds_TNM96093.1_17175_TAKIF(
ORTHOMCL20629	lcl|CP034984.1_cds_TNM96100.1_17182_TAKIF(
ORTHOMCL20630	lcl|CP034986.1_cds_TNM93417.1_1593_TAKIF(
ORTHOMCL20631	lcl|CP034986.1_cds_TNM93523.1_1699_TAKIF(
ORTHOMCL20632	lcl|CP034986.1_cds_TNM93565.1_1741_TAKIF(
ORTHOMCL20633	lcl|CP034986.1_cds_TNM93786.1_1962_TAKIF(
ORTHOMCL20634	lcl|CP034986.1_cds_TNM94050.1_2226_TAKIF(
ORTHOMCL20635	lcl|CP034987.1_cds_TNM92753.1_17348_TAKIF(
ORTHOMCL20636	lcl|CP034987.1_cds_TNM92910.1_17505_TAKIF(
ORTHOMCL20637	lcl|CP034987.1_cds_TNM92971.1_17566_TAKIF(
ORTHOMCL20638	lcl|CP034987.1_cds_TNM93107.1_17702_TAKIF(
ORTHOMCL20639	lcl|CP034987.1_cds_TNM93361.1_17956_TAKIF(
ORTHOMCL20640	lcl|CP034988.1_cds_TNM92203.1_18407_TAKIF(
ORTHOMCL20641	lcl|CP034988.1_cds_TNM92306.1_18510_TAKIF(
ORTHOMCL20642	lcl|CP034989.1_cds_TNM91356.1_18928_TAKIF(
ORTHOMCL20643	lcl|CP034989.1_cds_TNM91504.1_19076_TAKIF(
ORTHOMCL20644	lcl|CP034989.1_cds_TNM91505.1_19077_TAKIF(
ORTHOMCL20645	lcl|CP034989.1_cds_TNM91507.1_19079_TAKIF(
ORTHOMCL20646	lcl|CP034989.1_cds_TNM91621.1_19193_TAKIF(
ORTHOMCL20647	lcl|CP034989.1_cds_TNM91628.1_19200_TAKIF(
ORTHOMCL20648	lcl|CP034990.1_cds_TNM90422.1_2711_TAKIF(
ORTHOMCL20649	lcl|CP034990.1_cds_TNM90657.1_2946_TAKIF(
ORTHOMCL20650	lcl|CP034990.1_cds_TNM90850.1_3139_TAKIF(
ORTHOMCL20651	lcl|CP034990.1_cds_TNM90920.1_3209_TAKIF(
ORTHOMCL20652	lcl|CP034990.1_cds_TNM91088.1_3377_TAKIF(
